SITC Revision 2 Product Code,SITC Revision 2 Product Description,BEC Product Code,BEC Product Description
6593,"Kelem,schumacks and karamanie rugs and the like",61,Durable
65941,"Carpets of wool/fine animal hair,tufted",61,Durable
65942,"Carpets of wool/fine animal hair,woven",61,Durable
65949,"Carpets other than knotted,tufted,woven,knitted",61,Durable
65951,"Carpets of man made text.materials,tufted",61,Durable
65952,"Carpets of man made text.materials,woven",61,Durable
65959,"Carpets other than knotted,tufted,woven,knitted",61,Durable
65961,"Carpets of other text.materials,tufted",61,Durable
65962,"Carpets other than knotted,tufted,or of felt",61,Durable
65963,"Floor coverings of felt,of tufted felt etc.",61,Durable
69731,Cooking apparatus & plate warmers with burners,61,Durable
69732,"Stoves-grates,fires & oth.space heaters",61,Durable
69734,"Cooking & heating app.of copper,for dom.purposes",61,Durable
69735,Domestic-type water heaters and parts thereof,61,Durable
69781,"Coffee-mills,juice-extractors for dom.purposes",61,Durable
72121,Lawn movers,61,Durable
72431,Sewing machines,61,Durable
7611,"Television receivers,colour",61,Durable
7612,"Television receivers,monochrome",61,Durable
7621,Radio-broadcast receivers for motor vehicles,61,Durable
7622,"Radio-broadcast receivers portable,incl.sound rec.",61,Durable
7628,Other radio-broadcast receivers,61,Durable
76318,Other electric gramophones & record players,61,Durable
76388,Dictating mach.and other sound recorders,61,Durable
77511,"Clothes washing machines,not exceeding 6 kgs",61,Durable
77512,"Clothes drying machines,other than industrial",61,Durable
77521,Refrigerators of household type,61,Durable
77522,Deep-freezers of household type,61,Durable
7753,Dish washing machines of household type,61,Durable
7754,Shavers & hair clippers with motor and parts,61,Durable
77571,Vacuum cleaners & floor polishers,61,Durable
77572,Vented hoods and room fans,61,Durable
77573,"Food grinders & mixers,fruit-juice extractors",61,Durable
77578,"Other electro-mechanical,dom.appliances",61,Durable
77582,"Electr.soil heating apparatus,space heating",61,Durable
77583,"Electr.hair dressing apparatus,curlers etc.",61,Durable
77584,Electric smoothing irons,61,Durable
77586,"Electro-thermic domestic appliances, n.e.s.",61,Durable
82111,"Chairs & seats,incl.chairs convertible in beds",61,Durable
82191,"Furniture,n.e.s. of metal",61,Durable
82192,"Furniture,n.e.s. of wood",61,Durable
82199,"Furniture,n.e.s. of other materials and parts",61,Durable
87101,"Refracting telescopes,prismatic or not",61,Durable
88111,"Photographic,cameras",61,Durable
88112,"Photographic,flashlight apparatus",61,Durable
88121,"Cinematographic cameras,projectors,sound-rec,<16mm",61,Durable
88131,"Image projectors,photographic enlargers & reducers",61,Durable
88139,App.& equip.of a kind used in photo-cinematogr.lab,61,Durable
88511,"Pocket watches,wrist watches",61,Durable
88512,Clocks with watch movements,61,Durable
88522,"Clocks,n.e.s.",61,Durable
8941,"Baby carriages,and parts",61,Durable
89461,"Firearms,pistols,revolvers for blank ammunition",61,Durable
89462,"Other arms,air-spring & sim. pistols,rifles",61,Durable
89601,"Paintings,drawings & pastels",61,Durable
89602,"Original engravings,prints and lithographs",61,Durable
89603,Original sculptures and statuary,61,Durable
89604,"Postage,revenue and sim.stamps",61,Durable
89605,"Collections of zoological,botanical etc.interest",61,Durable
89606,Antiques of an age exceeding 100 years,61,Durable
89731,Art.of jewellery & parts of precious metal,61,Durable
89732,Art.of goldsmiths etc.wares and parts,61,Durable
89733,"Art.of-or incorporating,pearls,precious stones",61,Durable
89811,"Pianos;harpsichords,harps",61,Durable
89819,Other string musical instruments,61,Durable
89821,Pipe and reed organs,61,Durable
89822,"Accordions,concertinas etc.",61,Durable
89823,Other wind musical instruments,61,Durable
89824,Percussion musical instruments,61,Durable
89825,"Electro-magnetic,electrostatic etc,musical instr.",61,Durable
89829,"Musical instruments,n.e.s., fairground organs,etc",61,Durable
89961,Hearing aids,61,Durable
89962,"Orthopaedic appl.,surgical belts,art. teeth,etc",61,Durable
6122,"Saddlery and harness,or any material for animals",62,Semi-durable
6129,Other articles of leather or of composit. leather,62,Semi-durable
63541,"Wooden picture frames,mirror frames and the like",62,Semi-durable
63542,Household utensils of wood,62,Semi-durable
63549,"Std.lamps,tabl.lamp.& lighting fittings of wood",62,Semi-durable
65821,Tarpaulins etc.of cotton,62,Semi-durable
65829,Tarpaulins etc.other than of cotton,62,Semi-durable
65831,"Travelling rugs and blankets,of wool/fin.anim.hair",62,Semi-durable
65832,"Travelling rugs and blankets,of cotton",62,Semi-durable
65833,"Travelling rugs and blankets,of synthetic fibres",62,Semi-durable
65839,"Travelling rugs and blankets,of other fibres",62,Semi-durable
65841,Bed linen of cotton,62,Semi-durable
65842,Bed linen of other fibres,62,Semi-durable
65843,Table linen of cotton,62,Semi-durable
65844,Table linen of other fibres,62,Semi-durable
65845,Toilet and kitchen linen of cotton,62,Semi-durable
65846,Toilet and kitchen linen of other fibres,62,Semi-durable
65848,Other furnishing articles of cotton,62,Semi-durable
65849,Other furnishing articles of other fibres,62,Semi-durable
65898,"Made-up text.articles,knitted/crochet.not elastic",62,Semi-durable
65899,"Made-up text.articles,not knitted or crocheted nes",62,Semi-durable
6597,Plaits and similar products of plaiting materials,62,Semi-durable
6652,"Glassware used for table,kitchen,indoor decoration",62,Semi-durable
6664,Tableware & other articles of porcelain or china,62,Semi-durable
6665,Tableware & other articles of oth.kinds of pottery,62,Semi-durable
6666,"Statuettes & oth.ornaments,& articles of adornment",62,Semi-durable
69604,Scissors and blades therefor,62,Semi-durable
69605,"Other articles of cutlery,secateurs,chiropody sets",62,Semi-durable
69606,"Spoons,forks,fish-eaters and sim.kitchenware",62,Semi-durable
69608,Knives with cutting blades serrated or not,62,Semi-durable
69741,Art.commonly used for dom.purp.of iron or steel,62,Semi-durable
69742,Art.commonly used for dom.purp.of copper,62,Semi-durable
69743,Art.commonly used for dom.purp.of aluminium,62,Semi-durable
69782,Statuettes & other ornaments used indoors,62,Semi-durable
69986,Articles n.e.s.of tin,62,Semi-durable
77585,Electric blankets,62,Semi-durable
82122,"Mattress supports,eiderdowns,cushions,pouffes etc.",62,Semi-durable
83101,Handbags,62,Semi-durable
83102,Travel goods and toilet cases,62,Semi-durable
83103,Satchels and brief-cases,62,Semi-durable
83109,"Other similar containers, leather,fibres etc",62,Semi-durable
84211,Overcoats and other coats of wool or animal hair,62,Semi-durable
84219,Overcoats and other coats of other fabrics,62,Semi-durable
84221,"Suits,men's,of wool or fine animal hair",62,Semi-durable
84222,"Suits,men's,of cotton",62,Semi-durable
84223,"Suits,men's,of man-made fibres",62,Semi-durable
84229,"Suits,men's,of other fibres",62,Semi-durable
84231,"Trousers,breeches etc.of wool or animal hair",62,Semi-durable
84232,"Trousers,breeches etc.of cotton",62,Semi-durable
84233,"Trousers,breeches etc.of man-made fibres",62,Semi-durable
84239,"Trousers,breeches etc.of other fibres",62,Semi-durable
84241,"Jackets,blazers of wool or animal hair",62,Semi-durable
84242,"Jackets,blazers of cotton",62,Semi-durable
84243,"Jackets,blazers of man-made fibres",62,Semi-durable
84249,"Jackets,blazers of other fibres",62,Semi-durable
84291,Outer garments of fabrics of 657.32/33/39,62,Semi-durable
84292,Outer garments of wool or animal hair,62,Semi-durable
84293,Outer garments of cotton,62,Semi-durable
84294,Outer garments of man-made fibres,62,Semi-durable
84299,Outer garments of other fibres,62,Semi-durable
84311,Coats and jackets of wool or animal hair,62,Semi-durable
84312,Coats and jackets of cotton,62,Semi-durable
84313,Coats and jackets of man-made fibres,62,Semi-durable
84319,Coats and jackets of other fibres,62,Semi-durable
84321,"Suits,costumes,women's,of wool or animal hair",62,Semi-durable
84322,"Suits,costumes,women's,of cotton",62,Semi-durable
84323,"Suits,costumes,women's,of man-made fibres",62,Semi-durable
84329,"Suits,costumes,women's,of other fibres",62,Semi-durable
84331,"Dresses,women's,of wool or animal hair",62,Semi-durable
84332,"Dresses,women's,of cotton",62,Semi-durable
84333,"Dresses,women's,of man-made fibres",62,Semi-durable
84339,"Dresses,women's,of other fibres",62,Semi-durable
84341,"Skirts,women's,of wool or animal hair",62,Semi-durable
84342,"Skirts,women's,of cotton",62,Semi-durable
84343,"Skirts,women's,of man-made fibres",62,Semi-durable
84349,"Skirts,women's,of other fibres",62,Semi-durable
84351,Blouses of cotton,62,Semi-durable
84352,Blouses of man-made fibres,62,Semi-durable
84359,Blouses of other fibres,62,Semi-durable
84391,Other outer garments of the fabrics 657.32/33/39,62,Semi-durable
84392,Other outer garments of wool or animal hair,62,Semi-durable
84393,Other outer garments of cotton,62,Semi-durable
84394,Other outer garments of man made fibres,62,Semi-durable
84399,Other outer garments of other fibres,62,Semi-durable
84511,"Jerseys,pull-overs,etc.of wool or animal hair",62,Semi-durable
84512,"Jerseys,pull-overs,etc.of cotton",62,Semi-durable
84513,"Jerseys,pull-overs,etc.of synthetic fibres",62,Semi-durable
84514,"Jerseys,pull-overs,etc.of regenerated fibres",62,Semi-durable
84519,"Jerseys,pull-overs,etc.of other fibres",62,Semi-durable
84521,"Dresses,skirts,suits etc,of wool or animal hair",62,Semi-durable
84522,"Dresses,skirts,suits etc,of cotton",62,Semi-durable
84523,"Dresses,skirts,suits etc,of synthetic fibres",62,Semi-durable
84524,"Dresses,skirts,suits etc,of regenerated fibres",62,Semi-durable
84529,"Dresses,skirts,shits etc,of other fibres",62,Semi-durable
84591,Other outer garments & clothing wool or an.hair,62,Semi-durable
84592,Other outer garments & clothing of cotton,62,Semi-durable
84593,Other outer garments & clothing of synthet. fibres,62,Semi-durable
84594,Other outer garments & clothing of regener. fibres,62,Semi-durable
84599,Other outer garments & clothing of other fibres,62,Semi-durable
8481,"Art.of apparel & clothing accessories,of leather",62,Semi-durable
84831,"Articles of furskin,n.e.s.",62,Semi-durable
84832,Artificial fur & articles made thereof,62,Semi-durable
84841,Felt hats and other felt headgear,62,Semi-durable
84842,"Hats & other headgear,plaited or made from strips",62,Semi-durable
84843,"Hats & other headgear,knitted or crocheted",62,Semi-durable
84849,"Other headgear,lined or trimmed",62,Semi-durable
85101,"Footwear with outer soles & uppers,rubber/plastic",62,Semi-durable
85102,Footwear with outer soles of leather,62,Semi-durable
85103,Footwear with outer soles of wood or cork,62,Semi-durable
85104,Footwear with outer soles of other materials,62,Semi-durable
85105,"Gaiters,spats,leggings,shin-guards and the like",62,Semi-durable
88421,"Frames and mountings,parts for spectacles etc.",62,Semi-durable
88422,"Spectacles,pince-nez,lorgnettes and the like",62,Semi-durable
89285,"Music,printed or in manuscript",62,Semi-durable
8932,Sanitary or toilet art.of materials of div.58,62,Semi-durable
8933,Ornamental art.and objects of mat.of div.58,62,Semi-durable
8935,Art.of electric lighting of materials of div.58,62,Semi-durable
89393,Roller blinds and similar art.of mat.of div.58,62,Semi-durable
89399,"Other articles,n.e.s.of mat.of div.58",62,Semi-durable
89421,Wheeled toys designed to be ridden,62,Semi-durable
89422,Dolls,62,Semi-durable
89423,"Toys,n.e.s.;working models for recreational purp.",62,Semi-durable
89424,"Equipment for parlour,table-tennis,etc. games",62,Semi-durable
89471,"Fish-hooks,line fishing rods and tackle etc.",62,Semi-durable
89472,Appl.appa.acces.for gymnastics or for sports,62,Semi-durable
89592,"Slates & boards,with writing surfaces",62,Semi-durable
8972,Imitation jewellery,62,Semi-durable
89831,Prepared media for sound or similar recording,62,Semi-durable
89832,"Gramophome records,recorded tapes etc.",62,Semi-durable
89911,"Worked tortoise-shell,ivory,bone,coral etc.art.",62,Semi-durable
89919,Worked vegetable or mineral carving material,62,Semi-durable
89934,Mechanical lighters and parts,62,Semi-durable
89935,"Smoking pipes,pipe bowls,cigar holders,parts",62,Semi-durable
89941,"Umbrellas and sunshades,walking-sticks,etc",62,Semi-durable
89942,"Walking-sticks,canes,whips etc.",62,Semi-durable
89971,"Basketwork,wickerwork etc. of plaiting materials",62,Semi-durable
89986,Scent and similar sprays for toilet purposes,62,Semi-durable
89995,"Wigs,false beards,eyebrows and the like",62,Semi-durable
89997,"Vacuum flasks and other vacuum vessels,parts",62,Semi-durable
1221,Cigars and cheroots; cigarillos,63,Non-durable
1222,Cigarettes,63,Non-durable
1223,"Tobacco,manufactured (inc.smoking,chewing tobacco)",63,Non-durable
29271,Cut flowers & buds for bouquets/ornamental purpos.,63,Non-durable
29272,"Foliage,branch.& other parts,fresh,dried,dyed etc.",63,Non-durable
53352,"Artists',students'and signboard painters'colours",63,Non-durable
54171,Medicaments contain.antibiotics/derivativ.thereof,63,Non-durable
54172,Medicaments contain.hormones but not antibiotics,63,Non-durable
54173,Medic.cont.alkaloids but neith.hormon.nor antibio.,63,Non-durable
54179,Medicaments containing other substances,63,Non-durable
54191,"Wadding,gauze,bandages and similar articles",63,Non-durable
5530,"Perfumery,cosmetics and toilet preparations",63,Non-durable
5541,Soap;organic surface-active products & preparatns,63,Non-durable
5542,"Organic surface-active agents,n.e.s.",63,Non-durable
5543,"Polishes & creams,for footwear,furniture or floors",63,Non-durable
62898,"Articles of unhardened vulcanized rubber,n.e.s.",63,Non-durable
6422,"Writing blocks,envelopes,etc.correspondence cards",63,Non-durable
64243,"Toilet paper,cut to size,in rolls or in sheets",63,Non-durable
64283,"Trays,dishes,plates,cups & the like,of paper pulp",63,Non-durable
64284,"Handkerchiefs,cleansing tissues,& oth.paper linen",63,Non-durable
64285,Sanitary towels & tampons of paper/cellulo.wadding,63,Non-durable
65117,Silk yarn etc.or waste silk put up for retail sale,63,Non-durable
65126,Yarn containing >85% of wool/fine animal hair,63,Non-durable
65129,Wool contain.less than 85% by wgt.put up for sale,63,Non-durable
65135,Cotton yarn put up for retail sale,63,Non-durable
65151,Yarn of >85% continuous synthetic fibres,63,Non-durable
65152,Yarn of >85% discontinuous synthetic fibres,63,Non-durable
65169,Yarn put up for retail sale,63,Non-durable
65181,Yarn of continuous fibres,63,Non-durable
65182,Yarn of discontinuous fibres,63,Non-durable
65197,"Flax or ramie yarn,put up for retail sale",63,Non-durable
69603,Razors and razor blades,63,Non-durable
69931,"Needles for hand sewing,bodkins,crochet hooks etc.",63,Non-durable
69932,"Pins,hairpins and curling grips of iron or steel",63,Non-durable
77811,Primary cells and primary batteries and parts,63,Non-durable
77821,"Filament lamps,no infra-red-ultra-violet lamps",63,Non-durable
84411,"Shirts,men's,of cotton",63,Non-durable
84412,"Shirts,men's,of synthetic fibres",63,Non-durable
84419,"Shirts,mens,of other fibers",63,Non-durable
84421,"Under garments,excl.shirts,of cotton",63,Non-durable
84422,"Under garments,excl.shirts,of synthetic fibres",63,Non-durable
84429,"Under garments,excl.shirts,of other fibres",63,Non-durable
84431,"Under garments,womens,of cotton",63,Non-durable
84432,"Under garments,womens,of synthetic fibres",63,Non-durable
84439,"Under garments,womens,of other fibres",63,Non-durable
84611,Panty hose (tights)of wool or animal hair,63,Non-durable
84619,"Other under garments, wool or animal hair",63,Non-durable
84621,"Shirts,men s,knitted of cotton",63,Non-durable
84629,"Other under garments,knitted,of cotton",63,Non-durable
84631,"Panty hose (tights),knitted,of synthetic fibres",63,Non-durable
84632,"Shirts,men s,knitted of synthetic fibres",63,Non-durable
84633,"Under garments,mens,knitted,of synthetic fibres",63,Non-durable
84634,"Under garments,womens,knitted of synthetic fibres",63,Non-durable
84641,"Under garments,knitted of regenerated fibres",63,Non-durable
84649,"Under garments,knitted of other fibres",63,Non-durable
84651,Brassieres,63,Non-durable
84652,"Corsets,braces,garters and the like",63,Non-durable
84711,Handkerchiefs,63,Non-durable
84712,"Shawls,scrarves,mufflers,veils and the like",63,Non-durable
84713,"Ties,bow ties & cravats of textile fabrics",63,Non-durable
84714,"Gloves,mittens,stockings,socks of text.fabrics",63,Non-durable
84719,"Made up accessories,n.e.s., of textile fabbrics",63,Non-durable
84721,"Gloves,mittens,mitts,knitted or crocheted",63,Non-durable
84722,"Stockings,ankle-socks and the like",63,Non-durable
84723,"Articles,n.e.s.of knitted or crocheted fabrics",63,Non-durable
84821,Art.of apparel of artificial plastic materials,63,Non-durable
84822,Art.of apparel of unhardened vulcanized rubber,63,Non-durable
88222,"Film in rolls,sensitized,unexposed",63,Non-durable
89211,"Printed books,booklets,brochures,leaflets",63,Non-durable
89212,Childrens picture & painting books,63,Non-durable
89213,Maps and similar charts of all kinds,63,Non-durable
8922,"Newspapers journals,periodicals",63,Non-durable
89241,Transfers (decalcomanias),63,Non-durable
89242,"Picture postcards,christmas cards,etc.",63,Non-durable
89284,Calendars of any kind of paper or paperboard,63,Non-durable
89289,"Other printed matter,n.e.s.",63,Non-durable
89425,"Carnival articles,entertainment art. etc.",63,Non-durable
89463,"Sporting,hunting & target-shooting ammunition",63,Non-durable
89521,"Fountain pens,stylograph pens and pencils",63,Non-durable
89522,Pen nibs and nib points,63,Non-durable
89523,"Pencils,pencil leads,slate p.,pastels,charcoals",63,Non-durable
89931,"Candles,tapers,night-lights and the like",63,Non-durable
89932,"Matches,excl. bengal matches",63,Non-durable
89939,Ferro-cerium & other pyrophoric alloys,63,Non-durable
89972,"Brooms and brushes etc.of mat,bound together",63,Non-durable
89982,Powder puffs and pads,63,Non-durable
89985,"Combs,hair-slides and the like",63,Non-durable
00119,Bovine species other than pure bred breeding stock,111,Mainly for industry
00121,"Sheep, live",111,Mainly for industry
00122,"Goats, live",111,Mainly for industry
0013,"Swine, live",111,Mainly for industry
00141,"Poultry,live of a weight not exceeding 185 grammes",111,Mainly for industry
00149,"Poultry,live of a weight exceeding 185 grammes",111,Mainly for industry
0015,"Horses, asses, mules and hinnies, live",111,Mainly for industry
0019,Live animals of a kind mainly used for human food,111,Mainly for industry
0411,"Durum wheat,unmilled",111,Mainly for industry
0412,"Other wheat (including spelt) and meslin,unmilled",111,Mainly for industry
04211,Rice in the husk (paddy or rough rice),111,Mainly for industry
04212,"Rice,husked but not further prepared (cargo rice)",111,Mainly for industry
0430,"Barley,unmilled",111,Mainly for industry
0451,"Rye,unmilled",111,Mainly for industry
04591,"Millet,unmilled",111,Mainly for industry
04592,"Sorghum,unmilled",111,Mainly for industry
04599,"Other cereals,unmilled,n.e.s.",111,Mainly for industry
05462,Vegetables provisionally preserved in brine etc.,111,Mainly for industry
05481,"Manioc,arrowroot,salep,jerusalem artichokes etc.",111,Mainly for industry
05482,"Sugar beet,whole or sliced,fresh,dried or powdered",111,Mainly for industry
05484,Hop cones and lupulin,111,Mainly for industry
05488,Vegetable products of a kind used for human food,111,Mainly for industry
05729,"Citrus fruit,n.e.s.,fresh or dried",111,Mainly for industry
05771,"Coconuts,fresh or dried,shelled or not",111,Mainly for industry
05863,Fruit provisionally preserved,111,Mainly for industry
05864,"Peel of melons or citrus fruit,fresh,frozen,dried",111,Mainly for industry
07111,"Coffee,not roasted;coffee husks and skins",111,Mainly for industry
0721,"Cocoa beans,whole or broken,raw or roasted",111,Mainly for industry
2221,"Groundnuts (peanuts),green,whether or not shelled",111,Mainly for industry
2222,Soya beans,111,Mainly for industry
2223,Cotton seeds,111,Mainly for industry
2224,Sunflower seeds,111,Mainly for industry
2225,Sesame (sesamum)seeds,111,Mainly for industry
2226,Rape and colza seeds,111,Mainly for industry
2231,Copra,111,Mainly for industry
2232,Palm nuts and palm kernels,111,Mainly for industry
0223,"Milk & cream,fresh,not concentrated or sweetened",112,Mainly for household consumption
0251,Eggs in shell,112,Mainly for household consumption
0341,"Fish,fresh(live/dead)or chilled,excl.fillets",112,Mainly for household consumption
03502,"Cod(not in fillets),dried,whether or not salted",112,Mainly for household consumption
03503,"Fish,dried,salted or in brine (other than cod)",112,Mainly for household consumption
0360,"Crustaceans and molluscs,fresh,chilled,frozen etc.",112,Mainly for household consumption
0541,"Potatoes,fresh or chilled,excl.sweet potatoes",112,Mainly for household consumption
0542,"Beans,peas,lentils & other leguminous vegetables",112,Mainly for household consumption
0544,"Tomatoes,fresh or chilled",112,Mainly for household consumption
05451,"Onions,shallots,garlic,leeks & alliaceous veget.",112,Mainly for household consumption
05459,"Vegetables,fresh or chilled,n.e.s.",112,Mainly for household consumption
05711,"Oranges,fresh or dried",112,Mainly for household consumption
05712,"Mandarins,clementines & citrus hybrids fresh/dried",112,Mainly for household consumption
05721,"Lemons and limes,fresh or dried",112,Mainly for household consumption
05722,"Grapefruit,fresh or dried",112,Mainly for household consumption
0573,"Bananas,fresh or dried",112,Mainly for household consumption
0574,"Apples,fresh",112,Mainly for household consumption
05751,"Grapes,fresh",112,Mainly for household consumption
05752,"Grapes,dried (raisins)",112,Mainly for household consumption
0576,"Figs,fresh or dried",112,Mainly for household consumption
05772,"Brazil nuts,fresh or dried,shelled or not",112,Mainly for household consumption
05773,"Cashew nuts,fresh or dried,shelled or not",112,Mainly for household consumption
05774,"Almonds.fresh or dried,shelled or not",112,Mainly for household consumption
05775,"Hazelnuts,fresh or dried,shelled or not",112,Mainly for household consumption
05779,"Edible nuts,fresh or dried,n.e.s. shelled or not",112,Mainly for household consumption
05792,"Pears and quinces,fresh",112,Mainly for household consumption
05793,"Stone fruit,n.e.s.,fresh",112,Mainly for household consumption
05794,"Berries,fresh",112,Mainly for household consumption
05795,"Pineapples,fresh or dried",112,Mainly for household consumption
05796,"Dates,fresh or dried",112,Mainly for household consumption
05797,"Avocados,mangoes,guavas,fresh or dried",112,Mainly for household consumption
05798,Other fresh fruit,112,Mainly for household consumption
05799,Other dried fruit,112,Mainly for household consumption
0616,Natural honey,112,Mainly for household consumption
0741,Tea,112,Mainly for household consumption
0742,Mate,112,Mainly for household consumption
0751,Pepper ; pimento,112,Mainly for household consumption
07521,Vanilla,112,Mainly for household consumption
07522,Cinnamon and cinnamon-tree flowers,112,Mainly for household consumption
07523,"Cloves (whole fruit,cloves and stems)",112,Mainly for household consumption
07524,"Nutmeg,mace and cardamoms",112,Mainly for household consumption
07525,"Seeds of anise,badian,fennel,coriander,cumin etc.",112,Mainly for household consumption
07526,Ginger (excl.ginger preserved in sugar/syrup),112,Mainly for household consumption
07528,"Thyme,saffron,bay leaves;other spices",112,Mainly for household consumption
09808,"Edible products of animal origine,n.e.s.",112,Mainly for household consumption
0141,Meat extracts and meat juices; fish extracts,121,Mainly for industry
02241,Whey,121,Mainly for industry
02242,Milk in powder/granul.(weight not more 1.5% of fat,121,Mainly for industry
0252,Eggs not in shell,121,Mainly for industry
03501,Fish meal fit for human consumption,121,Mainly for industry
04601,Flour of wheat or of meslin,121,Mainly for industry
04602,"Groats,meal and pellets,of wheat",121,Mainly for industry
04701,Cereal flours (other than of wheat or of meslin),121,Mainly for industry
04702,"Cereal groats,meal and pellets(other than of wheat",121,Mainly for industry
0482,"Malt,roasted or not (including malt flour)",121,Mainly for industry
05643,"Flour,meal and flakes of potato",121,Mainly for industry
05645,Tapioca & sago & substitutes obtained from potato,121,Mainly for industry
05649,Flours of the leguminous vegetables and fruits,121,Mainly for industry
05861,"Fruit,preserved by freezing,no sugar added",121,Mainly for industry
05862,"Fruit preserved by freezing,containing added sugar",121,Mainly for industry
0611,"Sugars,beet and cane,raw,solid",121,Mainly for industry
0615,"Molasses,whether or not decolourized",121,Mainly for industry
0619,Other sugars;sugar syrups;artificial honey;caramel,121,Mainly for industry
0620,Sugar confectionery and other sugar preparations,121,Mainly for industry
0722,"Cocoa powder,unsweetened",121,Mainly for industry
07231,Cocoa paste whether or not defatted,121,Mainly for industry
07232,Cocoa butter (fat or oil),121,Mainly for industry
08121,"Bran,sharps & other residues of maize or rice",121,Mainly for industry
08122,"Bran,sharps & other residues of other cereals",121,Mainly for industry
08123,"Bran,sharps & other residues of leguminous veget.",121,Mainly for industry
08192,"Cocoa shells,husks,skins and waste",121,Mainly for industry
08193,Beet-pulp.bagasse & other waste of sugar manufact.,121,Mainly for industry
08194,Wine lees;argol,121,Mainly for industry
09806,Natural yeasts; prepared baking powders,121,Mainly for industry
11211,Grape must in fermentation/with ferment.arrested,121,Mainly for industry
2239,Flours or meals/oil seeds/oleag.fruit non defatted,121,Mainly for industry
41112,Fish oils and fats (other than fish liver oil),121,Mainly for industry
41113,Oils and fats of marine mammals,121,Mainly for industry
41131,"Pig fat free of lean meat and poultry fat,",121,Mainly for industry
4232,Soya bean oil,121,Mainly for industry
4233,Cotton seed oil,121,Mainly for industry
4234,Groundnut (peanut) oil,121,Mainly for industry
42391,"Rape,colza and mustard oils",121,Mainly for industry
4242,Palm oil,121,Mainly for industry
4243,Coconut (copra) oil,121,Mainly for industry
4244,Palm kernel oil,121,Mainly for industry
4312,"Anim./veget.oils & fats,wholly/partly hydrogenated",121,Mainly for industry
59212,"Wheat gluten,whether or not dried",121,Mainly for industry
01111,Meat of bovine animals with bone in,122,Mainly for household consumption
01112,Meat of bovine animals boneless,122,Mainly for household consumption
0112,"Meat of sheep and goats, fresh, chilled or frozen",122,Mainly for household consumption
0113,"Meat of swine, fresh, chilled or frozen",122,Mainly for household consumption
0114,"Poultry,dead & edible offals ex.liver,fresh/frozen",122,Mainly for household consumption
0115,"Meat of horses,asses,etc.,fresh,chilled,frozen",122,Mainly for household consumption
0116,Edible offals of animals in headings 001.1-001.5,122,Mainly for household consumption
01181,"Poultry liver,fresh,chilled,frozen,salted/in brine",122,Mainly for household consumption
01189,"Meat & edible offals,fresh,chilled or frozen",122,Mainly for household consumption
0121,"Bacon,ham & other dried,salted,smoked meat/ swine",122,Mainly for household consumption
0129,"Meat & edib.offals,n.e.s.salt.in brine dried/smok.",122,Mainly for household consumption
0142,"Sausages & the like,of meat,meat offal or blood",122,Mainly for household consumption
0149,Other prepared or preserved meat or meat offals,122,Mainly for household consumption
02243,Milk & cream powder (weight more than 1.5% of fat),122,Mainly for household consumption
02249,"Milk & cream,preserved,concentrated or sweetened",122,Mainly for household consumption
0230,Butter,122,Mainly for household consumption
0240,Cheese and curd,122,Mainly for household consumption
0342,"Fish,frozen (excluding fillets)",122,Mainly for household consumption
0343,"Fish fillets,fresh or chilled",122,Mainly for household consumption
0344,"Fish fillets,frozen",122,Mainly for household consumption
03504,"Fish,smoked (whether or not cooked)",122,Mainly for household consumption
0371,"Fish,prepared or preserved,n.e.s. including caviar",122,Mainly for household consumption
0372,"Crustaceans and molluscs,prepared or preserved",122,Mainly for household consumption
04221,"Rice,semi/wholly milled,excl.broken rice",122,Mainly for household consumption
04222,Broken rice,122,Mainly for household consumption
04811,Other worked cereal grains;germ of cereals,122,Mainly for household consumption
04812,Prepared foods obtain. by the swelling or roasting,122,Mainly for household consumption
0483,"Macaroni,spaghetti and similar products",122,Mainly for household consumption
04841,"Bread,ships,biscuits & other ordinary bakers wares",122,Mainly for household consumption
04842,"Pastry,biscuits,cakes and other fine bakers wares",122,Mainly for household consumption
0488,"Malt extract;prep.of flour etc,for infant food",122,Mainly for household consumption
05461,"Vegetables, preserved by freezing,cooked or not",122,Mainly for household consumption
0561,"Vegetables,dried,dehydrated or evaporated",122,Mainly for household consumption
05651,"Vegetables & fruit,prepared/preserved by vinegar",122,Mainly for household consumption
05659,Veget.prepared/preserved otherwise than by vinegar,122,Mainly for household consumption
0582,"Fruit,fruit-peel & parts of plants,pres. by sugar",122,Mainly for household consumption
0583,"Jams,fruit jellies, marmalades,fruit puree,cooked",122,Mainly for household consumption
05851,Orange juice,122,Mainly for household consumption
05852,Grapefruit juice,122,Mainly for household consumption
05853,Juice of any other citrus fruit,122,Mainly for household consumption
05854,Pineapple juice,122,Mainly for household consumption
05855,Tomato juice,122,Mainly for household consumption
05857,Juice of any other fruit or vegetable,122,Mainly for household consumption
05858,Mixtures of fruit or vegetable juices,122,Mainly for household consumption
05891,"Nuts,roasted (including roasted groundnuts)",122,Mainly for household consumption
05899,"Fruit and nuts,prepared or preserved,n.e.s.",122,Mainly for household consumption
0612,Refined sugars and other prod. of ref. beet/cane,122,Mainly for household consumption
07112,"Coffee,roasted",122,Mainly for household consumption
07113,Coffee substitutes contain. coffee in any proport.,122,Mainly for household consumption
0712,"Extracts,essences/concent.of coffee & chicory",122,Mainly for household consumption
0730,Chocolate & other food preptns. containing cocoa,122,Mainly for household consumption
