HS 2002 Product Code,HS 2002 Product Description,CPC Product Code,CPC Product Description
846410,Sawing machines,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846420,Grinding or polishing machines,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846490,Other,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846510,Machines which can carry out different types of machining operations without tool change between such operations,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846591,Sawing machines,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846592,"Planing, milling or moulding (by cutting) machines",44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846593,"Grinding, sanding or polishing machines",44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846594,Bending or assembling machines,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846595,Drilling or morticing machines,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846596,"Splitting, slicing or paring machines",44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846599,Other,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846610,Tool holders and selfopening dieheads,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846620,Work holders,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846630,Dividing heads and other special attachments for machinetools,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846691,For machines of heading 84.64,44252,Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for
846692,For machines of heading 84.65,44252,Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for
846693,For machines of headings 84.56 to 84.61,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846694,For machines of heading 84.62 or 84.63,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846711,Rotary type (including combined rotarypercussion),44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846719,Other,44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846721,Drills of all kinds,44232,"Electro-mechanical tools for working in the hand, with self- contained electric motor"
846722,Saws,44232,"Electro-mechanical tools for working in the hand, with self- contained electric motor"
846729,Other,44232,"Electro-mechanical tools for working in the hand, with self- contained electric motor"
846781,Chain saws,44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846789,Other,44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846791,Of chain saws,44253,Parts for the goods of subclass 44231
846792,Of pneumatic tools,44253,Parts for the goods of subclass 44231
846799,Other,44253,Parts for the goods of subclass 44231
846810,Handheld blow pipes,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846820,Other gas-operated machinery and apparatus,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846880,Other machinery and apparatus,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846890,Parts,44255,Parts for the goods of subclass 44240
846911,Wordprocessing machines,4511,Automatic typewriters and word- processing machines
846912,Automatic typewriters,4511,Automatic typewriters and word- processing machines
846920,"Other typewriters, electric",4512,Other typewriters
846930,"Other typewriters, nonelectric",4512,Other typewriters
847010,"Electronic calculators capable of operation without an external source of electric power and pocketsize data recording, reproducing and displaying machines with calculating functions",4513,"Calculating machines; accounting machines, cash registers, postage-"
847021,Incorporating a printing device,4513,"Calculating machines; accounting machines, cash registers, postage-"
847029,Other,4513,"Calculating machines; accounting machines, cash registers, postage-"
847030,Other calculating machines,4513,"Calculating machines; accounting machines, cash registers, postage-"
847040,Accounting machines,4513,"Calculating machines; accounting machines, cash registers, postage-"
847050,Cash registers,4513,"Calculating machines; accounting machines, cash registers, postage-"
847090,Other,4513,"Calculating machines; accounting machines, cash registers, postage-"
847110,Analogue or hybrid automatic data processing machines,4521,Analogue or hybrid ADP machines
847130,"Portable digital automatic data processing machines, weighing not more than 10 kg, consisting of a least a central processing unit, a keyboard and a display",4522,"Digital ADP machines, containing in the same housing at least a CPU and"
847141,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",4522,"Digital ADP machines, containing in the same housing at least a CPU and"
847149,"Other, presented in the form of systems",4523,Digital processing units for ADP (including those containing in the
847150,"Digital processing units other than those of subheading 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",4523,Digital processing units for ADP (including those containing in the
847160,"Input or output units, whether or not containing storage units in the same housing",4524,"Input or output units, whether or not presented with the rest of a system and whether or not"
847170,Storage units,4525,Storage units for ADP
847180,Other units of automatic data processing machines,4526,Other computing machinery (including magnetic or optical readers and
847190,Other,4526,Other computing machinery (including magnetic or optical readers and
847210,Duplicating machines,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847220,Addressing machines and address plate embossing machines,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847290,Other,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847310,Parts and accessories of the machines of heading 84.69,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847321,"Of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847329,Other,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847330,Parts and accessories of the machines of heading 84.71,4527,"Parts and accessories for the goods of subclasses 45210 to 45260, except covers, carrying cases and"
847340,Parts and accessories of the machines of heading 84.72,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847350,Parts and accessories equally suitable for use with machines of two or more of the headings 84.69 to 84.72,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847410,"Sorting, screening, separating or washing machines",4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847420,Crushing or grinding machines,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847431,Concrete or mortar mixers,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847432,Machines for mixing mineral substances with bitumen,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847439,Other,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847480,Other machinery,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847490,Parts,44462,Parts for the goods of subclass 44440
847510,"Machines for assembling electric or electronic lamps,  tubes or valves or flashbulbs, in glass envelopes",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847521,Machines for making optical fibres and preforms thereof,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847529,Other,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847590,Parts,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
847621,Incorporating heating or refrigerating devices,43934,Automatic goods vending machines
847629,Other,43934,Automatic goods vending machines
847681,Incorporating heating or refrigerating devices,43934,Automatic goods vending machines
847689,Other,43934,Automatic goods vending machines
847690,Parts,43943,"Parts for the goods of subclasses 43922, 43923 and 43933; weighing machine weights; parts of agricultural"
847710,Injectionmoulding machines,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847720,Extruders,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847730,Blow moulding machines,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847740,Vacuum moulding machines and other thermoforming machines,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847751,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847759,Other,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847780,Other machinery,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847790,Parts,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
847810,Machinery,44517,Machinery n.e.c. for processing tobacco
847890,Parts,44523,Parts n.e.c. of machinery for processing tobacco
847910,"Machinery for public works, building or the like",4443,Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other
847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and  other machinery for treating wood or cork,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
847940,Rope or cablemaking machines,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847950,"Industrial robots, not elsewhere specified or included",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847960,Evaporative air coolers,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847981,"For treating metal, including electric wire coilwinders",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847989,Other,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847990,Parts,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
848010,Moulding boxes for metal foundry,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848020,Mould bases,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848030,Moulding patterns,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848041,Injection or compression types,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848049,Other,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848050,Moulds for glass,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848060,Moulds for mineral materials,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848071,Injection or compression types,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848079,Other,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848110,Pressurereducing valves,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848120,Valves for oleohydraulic or pneumatic transmissions,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848130,Check (nonreturn) valves,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848140,Safety or relief valves,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848180,Other appliances,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848190,Parts,43254,Parts for the goods of subclass 43240
848210,Ball bearings,4331,Ball or roller bearings
848220,"Tapered roller bearings, including cone and tapered roller assemblies",4331,Ball or roller bearings
848230,Spherical roller bearings,4331,Ball or roller bearings
848240,Needle roller bearings,4331,Ball or roller bearings
848250,Other cylindrical roller bearings,4331,Ball or roller bearings
848280,"Other, including combined ball/roller bearings",4331,Ball or roller bearings
848291,"Balls, needles and rollers",43331,Parts for the goods of subclass 43310
848299,Other,43331,Parts for the goods of subclass 43310
848310,Transmission shafts (including cam shafts and crank shafts) and cranks,4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848320,"Bearing housings, incorporating ball or roller bearings",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848350,"Flywheels and pulleys, including pulley blocks",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848360,Clutches and shaft couplings (including universal joints),4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts",43332,Parts for the goods of subclass 43320
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,43924,Gaskets of metal sheeting
848420,Mechanical seals,43949,"Machinery parts, non-electrical, n.e.c."
848490,Other,43924,Gaskets of metal sheeting
848510,Ships' or boats' propellers and blades therefor,42998,Ships' propellers and blades therefor
848590,Other,43949,"Machinery parts, non-electrical, n.e.c."
850110,Motors of an output not exceeding 37.5 W,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850120,Universal AC/DC motors of an output exceeding 37.5 W,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850131,Of an output not exceeding 750 W,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850132,Of an output exceeding 750 W but not exceeding 75 kW,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850133,Of an output exceeding 75 kW but not exceeding 375 kW,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850134,Of an output exceeding 375 kW,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850140,"Other AC motors, singlephase",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850151,Of an output not exceeding 750 W,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850152,Of an output exceeding 750 W but not exceeding 75 kW,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850153,Of an output exceeding 75 kW,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850161,Of an output not exceeding 75 kVA,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850162,Of an output exceeding 75 kVA but not exceeding 375 kVA,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850163,Of an output exceeding 375 kVA but not exceeding 750 kVA,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850164,Of an output exceeding 750 kVA,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850211,Of an output not exceeding 75 kVA,46113,Electric generating sets and rotary converters
850212,Of an output exceeding 75 kVA but not exceeding 375 kVA,46113,Electric generating sets and rotary converters
850213,Of an output exceeding 375 kVA,46113,Electric generating sets and rotary converters
850220,Generating sets with sparkignition internal combustion piston engines,46113,Electric generating sets and rotary converters
850231,Windpowered,46113,Electric generating sets and rotary converters
850239,Other,46113,Electric generating sets and rotary converters
850240,Electric rotary converters,46113,Electric generating sets and rotary converters
850300,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.,46131,"Parts of electric motors, generators and the like"
850410,Ballasts for discharge lamps or tubes,46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850421,Having a power handling capacity not exceeding 650 kVA,46121,Electrical transformers
850422,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",46121,Electrical transformers
850423,"Having a power handling capacity exceeding 10,000 kVA",46121,Electrical transformers
850431,Having a power handling capacity not exceeding 1 kVA,46121,Electrical transformers
850432,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,46121,Electrical transformers
850433,Having a power handling capacity exceeding 16 kVA but  not exceeding 500 kVA,46121,Electrical transformers
850434,Having a power handling capacity exceeding 500 kVA,46121,Electrical transformers
850440,Static converters,46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850450,Other inductors,46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850490,Parts,46132,"Parts of electrical transformers, static converters and inductors"
850511,Of metal,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850519,Other,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850520,"Electromagnetic couplings, clutches and brakes",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850530,Electromagnetic lifting heads,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850590,"Other, including parts",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850610,Manganese dioxide,4641,Primary cells and primary batteries
850630,Mercuric oxide,4641,Primary cells and primary batteries
850640,Silver oxide,4641,Primary cells and primary batteries
850650,Lithium,4641,Primary cells and primary batteries
850660,Airzinc,4641,Primary cells and primary batteries
850680,Other primary cells and primary batteries,4641,Primary cells and primary batteries
850690,Parts,4643,"Parts of primary cells, primary batteries and electric accumulators (including separators)"
850710,"Leadacid, of a kind used for starting piston engines",4642,Electric accumulators
850720,Other leadacid accumulators,4642,Electric accumulators
850730,Nickelcadmium,4642,Electric accumulators
850740,Nickeliron,4642,Electric accumulators
850780,Other accumulators,4642,Electric accumulators
850790,Parts,4643,"Parts of primary cells, primary batteries and electric accumulators (including separators)"
850910,"Vacuum cleaners, including dry and wet vacuum cleaners",44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
850920,Floor polishers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
850930,Kitchen waste disposers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
850940,Food grinders and mixers; fruit or vegetable juice extractors,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
850980,Other appliances,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
850990,Parts,44831,"Parts of the following appliances:electro-mechanical domestic appliances, shavers and"
851010,Shavers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851020,Hair clippers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851030,Hairremoving appliances,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851090,Parts,44831,"Parts of the following appliances:electro-mechanical domestic appliances, shavers and"
851110,Sparking plugs,4691,Electrical ignition or starting equipment of a kind used for internal
851120,Ignition magnetos; magnetodynamos; magnetic flywheels,4691,Electrical ignition or starting equipment of a kind used for internal
851130,Distributors; ignition coils,4691,Electrical ignition or starting equipment of a kind used for internal
851140,Starter motors and dual purpose startergenerators,4691,Electrical ignition or starting equipment of a kind used for internal
851150,Other generators,4691,Electrical ignition or starting equipment of a kind used for internal
851180,Other equipment,4691,Electrical ignition or starting equipment of a kind used for internal
851190,Parts,4697,Parts for the goods of subclasses 46910 and 46920; electrical parts n.e.c. of machinery or apparatus
851210,Lighting or visual signalling equipment of a kind used on bicycles,4691,Electrical ignition or starting equipment of a kind used for internal
851220,Other lighting or visual signalling equipment,4691,Electrical ignition or starting equipment of a kind used for internal
851230,Sound signalling equipment,4691,Electrical ignition or starting equipment of a kind used for internal
851240,"Windscreen wipers, defrosters and demisters",4691,Electrical ignition or starting equipment of a kind used for internal
851290,Parts,4697,Parts for the goods of subclasses 46910 and 46920; electrical parts n.e.c. of machinery or apparatus
851310,Lamps,46531,Portable electric lamps designed to function by their own source of
851390,Parts,46542,Parts of portable electric lamps designed to function by their own source of energy (except those of
851410,Resistance heated furnaces and ovens,4342,"Industrial or laboratory furnaces and ovens, except non-electric bakery"
851420,Furnaces and ovens functioning by induction or dielectric loss,4342,"Industrial or laboratory furnaces and ovens, except non-electric bakery"
851430,Other furnaces and ovens,4342,"Industrial or laboratory furnaces and ovens, except non-electric bakery"
851440,Other equipment for the heat treatment of materials by induction or dielectric loss,4342,"Industrial or laboratory furnaces and ovens, except non-electric bakery"
851490,Parts,4343,Parts for the goods of subclasses 43410 and 43420; parts of non-electric
851511,Soldering irons and guns,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851519,Other,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851521,Fully or partly automatic,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851529,Other,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851531,Fully or partly automatic,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851539,Other,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851580,Other machines and apparatus,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
851590,Parts,44255,Parts for the goods of subclass 44240
851610,Electric instantaneous or storage water heaters and immersion heaters,44817,Electric instantaneous or storage water heaters and immersion heaters;
851621,Storage heating radiators,44817,Electric instantaneous or storage water heaters and immersion heaters;
851629,Other,44817,Electric instantaneous or storage water heaters and immersion heaters;
851631,Hair dryers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851632,Other hairdressing apparatus,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851633,Handdrying apparatus,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851640,Electric smoothing irons,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851650,Microwave ovens,44817,Electric instantaneous or storage water heaters and immersion heaters;
851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",44817,Electric instantaneous or storage water heaters and immersion heaters;
851671,Coffee or tea makers,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851672,Toasters,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851679,Other,44816,"Other small electric domestic appliances (including vacuum cleaners, kitchen waste disposers,"
851680,Electric heating resistors,44818,"Electric heating resistors, except of carbon"
851690,Parts,44831,"Parts of the following appliances:electro-mechanical domestic appliances, shavers and"
851711,Line telephone sets with cordless handsets,4722,Electrical apparatus for line telephony or line telegraphy
851719,Other,4722,Electrical apparatus for line telephony or line telegraphy
851721,Facsimile machines,4722,Electrical apparatus for line telephony or line telegraphy
851722,Teleprinters,4722,Electrical apparatus for line telephony or line telegraphy
851730,Telephonic or telegraphic switching apparatus,4722,Electrical apparatus for line telephony or line telegraphy
851750,"Other apparatus, for carriercurrent line systems or for digital line systems",4722,Electrical apparatus for line telephony or line telegraphy
851780,Other apparatus,4722,Electrical apparatus for line telephony or line telegraphy
851790,Parts,47401,Parts for the goods of subclass 47220
851810,Microphones and stands therefor,47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851821,"Single loudspeakers, mounted in their enclosures",47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851822,"Multiple loudspeakers, mounted in the same enclosure",47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851829,Other,47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851840,Audiofrequency electric amplifiers,47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851850,Electric sound amplifier sets,47331,"Microphones and stands therefor; loudspeakers; headphones, earphones"
851890,Parts,47402,Parts for the goods of subclasses 47321 to 47323 and 47331
851910,Coin or discoperated recordplayers,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851921,Without loudspeaker,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851929,Other,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851931,With automatic record changing mechanism,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851939,Other,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851940,Transcribing machines,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851992,Pocketsize cassetteplayers,47321,"Turntables, record-players, cassette- players and other sound reproducing"
851993,"Other, cassettetype",47321,"Turntables, record-players, cassette- players and other sound reproducing"
851999,Other,47321,"Turntables, record-players, cassette- players and other sound reproducing"
852010,Dictating machines not capable of operating without an external source of power,47322,Magnetic tape recorders and other sound recording apparatus (whether
852020,Telephone answering machines,47322,Magnetic tape recorders and other sound recording apparatus (whether
852032,Digital audio type,47322,Magnetic tape recorders and other sound recording apparatus (whether
852033,"Other, cassettetype",47322,Magnetic tape recorders and other sound recording apparatus (whether
852039,Other,47322,Magnetic tape recorders and other sound recording apparatus (whether
852090,Other,47322,Magnetic tape recorders and other sound recording apparatus (whether
852110,Magnetic tape-type,47323,Video recording or reproducing apparatus
852190,Other,47323,Video recording or reproducing apparatus
852210,Pick-up cartridges,47402,Parts for the goods of subclasses 47321 to 47323 and 47331
852290,Other,47402,Parts for the goods of subclasses 47321 to 47323 and 47331
852311,Of a width not exceeding 4 mm,4751,Prepared unrecorded media for sound recording or similar recording of
852312,Of a width exceeding 4 mm but not exceeding 6.5 mm,4751,Prepared unrecorded media for sound recording or similar recording of
852313,Of a width exceeding 6.5 mm,4751,Prepared unrecorded media for sound recording or similar recording of
852320,Magnetic discs,4751,Prepared unrecorded media for sound recording or similar recording of
852330,Cards incorporating a magnetic stripe,4751,Prepared unrecorded media for sound recording or similar recording of
852390,Other,4751,Prepared unrecorded media for sound recording or similar recording of
852410,Gramophone records,4752,"Records, tapes and other recorded media for sound or other similarly"
852431,For reproducing phenomena other than sound or image,4752,"Records, tapes and other recorded media for sound or other similarly"
852432,For reproducing sound only,4752,"Records, tapes and other recorded media for sound or other similarly"
852439,Other,4752,"Records, tapes and other recorded media for sound or other similarly"
852440,Magnetic tapes for reproducing phenomena other than sound or image,4752,"Records, tapes and other recorded media for sound or other similarly"
852451,Of a width not exceeding 4 mm,4752,"Records, tapes and other recorded media for sound or other similarly"
852452,Of a width exceeding 4 mm but not exceeding 6.5 mm,4752,"Records, tapes and other recorded media for sound or other similarly"
852453,Of a width exceeding 6.5 mm,4752,"Records, tapes and other recorded media for sound or other similarly"
852460,Cards incorporating a magnetic stripe,4752,"Records, tapes and other recorded media for sound or other similarly"
852491,For reproducing phenomena other than sound or image,4752,"Records, tapes and other recorded media for sound or other similarly"
852499,Other,4752,"Records, tapes and other recorded media for sound or other similarly"
852510,Transmission apparatus,47211,"Transmission apparatus for radio- telephony, radio-telegraphy, radio-"
852520,Transmission apparatus incorporating reception apparatus,47211,"Transmission apparatus for radio- telephony, radio-telegraphy, radio-"
852530,Television cameras,47212,Television cameras
852540,Still image video cameras and other video camera recorders; digital cameras,47323,Video recording or reproducing apparatus
852610,Radar apparatus,4822,"Radar apparatus, radio navigational aid apparatus and radio remote control"
852691,Radio navigational aid apparatus,4822,"Radar apparatus, radio navigational aid apparatus and radio remote control"
852692,Radio remote control apparatus,4822,"Radar apparatus, radio navigational aid apparatus and radio remote control"
852712,Pocketsize radio cassetteplayers,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852713,Other apparatus combined with sound recording or reproducing apparatus,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852719,Other,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852721,Combined with sound recording or reproducing apparatus,47312,Radio broadcast receivers not capable of operating without an external
852729,Other,47312,Radio broadcast receivers not capable of operating without an external
852731,Combined with sound recording or reproducing apparatus,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852732,Not combined with sound recording or reproducing apparatus but combined with a clock,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852739,Other,47311,"Radio broadcast receivers (except of a kind used in motor vehicles),"
852790,Other apparatus,47332,Reception apparatus for radio- telephony or radio-telegraphy
852812,Colour,47313,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording"
852813,Black and white or other monochrome,47313,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording"
852821,Colour,47313,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording"
852822,Black and white or other monochrome,47313,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording"
852830,Video projectors,47313,"Television receivers, whether or not combined with radio-broadcast receivers or sound or video recording"
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,47403,"Parts for the goods of subclasses 47211, 47212, 47311 to 47313, 47332 and 48220"
852990,Other,47403,"Parts for the goods of subclasses 47211, 47212, 47311 to 47313, 47332 and 48220"
853010,Equipment for railways or tramways,4692,"Electric sound or visual signalling apparatus, except for cycles or"
