HS 1988/92 Product Code,HS 1988/92 Product Description,SIC Product Code,SIC Product Description
551090,"Yarn, with <85% artificial staple fibres, nes,",2281,"Yarn, spun, of cotton, man-made fibers, or silk"
551110,"Yarn, with >=85% synthetic staple fibres, put u",2281,"Yarn, spun, of cotton, man-made fibers, or silk"
551120,"Yarn, <85% synthetic staple fibres, put up for",2281,"Yarn, spun, of cotton, man-made fibers, or silk"
551130,"Yarn of artificial staple fibres, put up for re",2281,"Yarn, spun, of cotton, man-made fibers, or silk"
551211,"Unbleached or bleached woven fabrics, >=85% pol",2221,"Broad woven fabrics, man-made fiber and silk"
551219,"Printed, dyed or coloured woven fabrics, >=85%",2221,"Broad woven fabrics, man-made fiber and silk"
551221,"Unbleached or bleached woven fabrics, >=85% acr",2221,"Broad woven fabrics, man-made fiber and silk"
551229,"Printed, dyed or coloured woven fabrics, >=85%",2221,"Broad woven fabrics, man-made fiber and silk"
551291,"Unbleached or bleached woven fabrics, >=85% syn",2221,"Broad woven fabrics, man-made fiber and silk"
551299,"Printed, dyed, coloured woven fabrics, >=85% sy",2221,"Broad woven fabrics, man-made fiber and silk"
551311,"Plain weave fabrics, <85% polyester fibres + co",2221,"Broad woven fabrics, man-made fiber and silk"
551312,"3 or 4-thread twill, <85% polyester staple fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551313,"Woven fabrics, nes, <85% polyester staple fibre",2221,"Broad woven fabrics, man-made fiber and silk"
551319,"Woven fabrics, <85% synthetic staple fibres + c",2221,"Broad woven fabrics, man-made fiber and silk"
551321,"Dyed plain weave fabrics, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551322,"Dyed 3 or 4-thread twill, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551323,"Dyed woven fabrics, nes, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551329,"Dyed woven fabrics, <85% synthetic fibres + cot",2221,"Broad woven fabrics, man-made fiber and silk"
551331,"Coloured plain weave fabrics, <85% polyester fi",2221,"Broad woven fabrics, man-made fiber and silk"
551332,"Coloured 3 or 4-thread twill, <85% polyester fi",2221,"Broad woven fabrics, man-made fiber and silk"
551333,"Coloured woven fabrics, nes, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551339,"Coloured woven fabrics, <85% synthetic fibres +",2221,"Broad woven fabrics, man-made fiber and silk"
551341,"Printed plain weave fabrics, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551342,"Printed 3 or 4-thread twill, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551343,"Printed woven fabrics, nes, <85% polyester fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551349,"Printed woven fabrics, <85% synthetic fibres +",2221,"Broad woven fabrics, man-made fiber and silk"
551411,"Plain weave fabrics, <85% polyester staple fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551412,"3 or 4-thread twill, <85% polyester staple fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551413,"Woven fabrics, nes, <85% polyester staple fibre",2221,"Broad woven fabrics, man-made fiber and silk"
551419,"Woven fabrics, <85% synthetic staple fibres + c",2221,"Broad woven fabrics, man-made fiber and silk"
551421,"Dyed plain weave fabrics, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551422,"Dyed 3 or 4-thread twill, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551423,"Dyed woven fabrics, nes, <85% polyester fibres",2221,"Broad woven fabrics, man-made fiber and silk"
551429,"Dyed woven fabrics, <85% synthetic fibres + cot",2221,"Broad woven fabrics, man-made fiber and silk"
551431,"Coloured plain weave fabrics, <85% polyester fi",2221,"Broad woven fabrics, man-made fiber and silk"
551432,"Coloured 3 or 4-thread twill, <85% polyester fi",2221,"Broad woven fabrics, man-made fiber and silk"
551433,"Coloured woven fabrics, nes, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551439,"Coloured woven fabrics, <85% synthetic fibres +",2221,"Broad woven fabrics, man-made fiber and silk"
551441,"Printed plain weave fabrics, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551442,"Printed 3 or 4-thread twill, <85% polyester fib",2221,"Broad woven fabrics, man-made fiber and silk"
551443,"Printed woven fabrics, nes, <85% polyester fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551449,"Printed woven fabrics, <85% synthetic fibres +",2221,"Broad woven fabrics, man-made fiber and silk"
551511,"Woven fabrics, <85% polyester staple fibres, wi",2221,"Broad woven fabrics, man-made fiber and silk"
551512,"Woven fabrics of polyester staple fibres, mixed",2221,"Broad woven fabrics, man-made fiber and silk"
551513,"Woven fabrics of polyester staple fibres, mixed",2221,"Broad woven fabrics, man-made fiber and silk"
551519,"Woven fabrics of polyester staple fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
551521,"Woven fabrics of acrylic or modacrylic fibres,",2221,"Broad woven fabrics, man-made fiber and silk"
551522,"Woven fabrics of acrylic or modacrylic fibres,",2221,"Broad woven fabrics, man-made fiber and silk"
551529,Woven fabrics of acrylic or modacrylic staple f,2221,"Broad woven fabrics, man-made fiber and silk"
551591,"Woven fabrics of synthetic staple fibres, nes,",2221,"Broad woven fabrics, man-made fiber and silk"
551592,"Woven fabrics of synthetic staple fibres, nes,",2221,"Broad woven fabrics, man-made fiber and silk"
551599,"Woven fabrics of synthetic staple fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
551611,"Unbleached or bleached woven fabrics, >=85% art",2221,"Broad woven fabrics, man-made fiber and silk"
551612,"Dyed woven fabrics, >=85% artificial staple fib",2221,"Broad woven fabrics, man-made fiber and silk"
551613,"Coloured woven fabrics, >=85% artificial staple",2221,"Broad woven fabrics, man-made fiber and silk"
551614,"Printed woven fabrics, >=85% artificial staple",2221,"Broad woven fabrics, man-made fiber and silk"
551621,"Woven fabrics, <85% artificial fibres, with man",2221,"Broad woven fabrics, man-made fiber and silk"
551622,"Dyed woven fabrics, <85% artificial fibres, wit",2221,"Broad woven fabrics, man-made fiber and silk"
551623,"Coloured woven fabrics, <85% artificial fibres,",2221,"Broad woven fabrics, man-made fiber and silk"
551624,"Printed woven fabrics, <85% artificial fibres,",2221,"Broad woven fabrics, man-made fiber and silk"
551631,"Woven fabrics, <85% artificial fibres, with woo",2221,"Broad woven fabrics, man-made fiber and silk"
551632,"Dyed woven fabrics, <85% artificial fibres, wit",2221,"Broad woven fabrics, man-made fiber and silk"
551633,"Coloured woven fabrics, <85% artificial staple",2221,"Broad woven fabrics, man-made fiber and silk"
551634,"Printed woven fabrics, <85% artificial staple f",2221,"Broad woven fabrics, man-made fiber and silk"
551641,"Woven fabrics, <85% artificial staple fibres, m",2221,"Broad woven fabrics, man-made fiber and silk"
551642,"Dyed woven fabrics, <85% artificial staple fibr",2221,"Broad woven fabrics, man-made fiber and silk"
551643,"Coloured woven fabrics, <85% artificial staple",2221,"Broad woven fabrics, man-made fiber and silk"
551644,"Printed woven fabrics, <85% artificial staple f",2221,"Broad woven fabrics, man-made fiber and silk"
551691,"Woven fabrics, artificial staple fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
551692,"Dyed woven fabrics, artificial staple fibres, n",2221,"Broad woven fabrics, man-made fiber and silk"
551693,"Coloured woven fabrics, artificial staple fibre",2221,"Broad woven fabrics, man-made fiber and silk"
551694,"Printed woven fabrics, artificial staple fibres",2221,"Broad woven fabrics, man-made fiber and silk"
560110,"Sanitary towels and tampons, napkins, etc, of t",2399,"Fabricated textile products, nspf"
560121,Cotton wadding and articles thereof,2299,"Textile goods, nspf"
560122,Wadding of man-made fibres and articles thereof,2299,"Textile goods, nspf"
560129,"Wadding and articles of wadding, nes",2299,"Textile goods, nspf"
560130,Textile flock and dust and mill neps,2299,"Textile goods, nspf"
560210,Needleloom felt and stitch-bonded fibre fabrics,2299,"Textile goods, nspf"
560221,Felt of wool or fine animal hair (excl. impregn,2299,"Textile goods, nspf"
560229,"Felt of textile materials (excl. impregnated, c",2299,"Textile goods, nspf"
560290,"Felt, nes",2299,"Textile goods, nspf"
560300,Nonwovens,2297,"Nonwoven fabrics, nspf"
560410,"Rubber thread and cord, textile covered",2241,Narrow woven fabrics
560420,"High tenacity yarn of polyesters, of nylon... ,",2295,"Coated fabrics, not rubberized"
560490,"Textile yarn and strip, etc, impregnated or coa",2295,"Coated fabrics, not rubberized"
560500,"Metallized yarn, being textile yarn, or strip,",2295,"Coated fabrics, not rubberized"
560600,Gimped yarn and strip; chenille yarn; loop wale,2299,"Textile goods, nspf"
560710,"Twine, cordage, ropes and cables, of jute or ot",2298,Cordage
560721,"Binder or baler twine of sisal, etc, of the gen",2298,Cordage
560729,"Twine, cordage, ropes and cables, of sisal, etc",2298,Cordage
560730,"Twine, cordage, ropes and cables, of abaca or o",2298,Cordage
560741,Binder or baler twine of polyethylene or polypr,2298,Cordage
560749,"Twine, cordage, ropes and cables, of polyethyle",2298,Cordage
560750,"Twine, cordage, ropes and cables, of synthetic",2298,Cordage
560790,"Twine, cordage, ropes and cables, nes",2298,Cordage
560811,Made up fishing nets of man-made textile materi,2298,Cordage
560819,Knotted netting of man-made textile materials (,2298,Cordage
560890,"Knotted netting of twine, cordage or rope of te",2298,Cordage
560900,"Articles of yarn, strip, etc, twine, cordage, r",2298,Cordage
570110,"Carpets and other textile floor coverings, of w",2273,Carpets and rugs
570190,"Carpets and other textile floor coverings, of o",2273,Carpets and rugs
570210,"Kelem, Schumacks, Karamanie and other similar h",2273,Carpets and rugs
570220,Floor coverings of coconut fibres (coir),2273,Carpets and rugs
570231,"Pile floor coverings of wool..., woven, not mad",2273,Carpets and rugs
570232,"Pile floor coverings of man-made textiles, wove",2273,Carpets and rugs
570239,"Pile floor coveringsof other textiles, woven, n",2273,Carpets and rugs
570241,"Pile floor coverings of wool..., woven, made up",2273,Carpets and rugs
570242,"Pile floor coverings of man-made textiles, wove",2273,Carpets and rugs
570249,"Pile floor coverings of other textiles, woven,",2273,Carpets and rugs
570251,"Non-pile floor coverings of wool...woven, not m",2273,Carpets and rugs
570252,"Non-pile floor coverings of man-made textiles,",2273,Carpets and rugs
570259,"Non-pile floor coverings of other textiles, wov",2273,Carpets and rugs
570291,"Non-pile floor coverings of wool..., woven, mad",2273,Carpets and rugs
570292,"Non-pile floor coverings of man-made textiles,",2273,Carpets and rugs
570299,"Non-pile floor coverings of textile materials,",2273,Carpets and rugs
570310,Tufted floor coverings of wool or of fine anima,2273,Carpets and rugs
570320,Tufted floor coverings of nylon or other polyam,2273,Carpets and rugs
570330,Tufted floor coverings of man-made textile mate,2273,Carpets and rugs
570390,"Tufted floor coverings of other textiles, nes",2273,Carpets and rugs
570410,"Carpet tiles =<0.3m2, of felt, not tufted or fl",2299,"Textile goods, nspf"
570490,"Floor coverings of felt, nes, not tufted or flo",2299,"Textile goods, nspf"
570500,"Other carpets and other textile floor coveings,",2273,Carpets and rugs
580110,Woven pile fabrics and chenille fabrics of wool,2231,"Broad woven fabrics, wool"
580121,Uncut weft pile fabrics of cotton,2211,"Broad woven fabrics, cotton"
580122,Cut corduroy of cotton,2211,"Broad woven fabrics, cotton"
580123,"Weft pile fabrics of cotton, nes",2211,"Broad woven fabrics, cotton"
580124,"Warp pile fabrics, epingle (uncut), of cotton",2211,"Broad woven fabrics, cotton"
580125,"Warp pile fabrics, cut, of cotton",2211,"Broad woven fabrics, cotton"
580126,"Chenille fabrics, of cotton",2211,"Broad woven fabrics, cotton"
580131,"Uncut weft pile fabrics of man-made fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
580132,"Cut corduroy of man-made fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
580133,"Weft pile fabrics of man-made fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
580134,"Warp pile fabrics, epingle (uncut), of man-made",2221,"Broad woven fabrics, man-made fiber and silk"
580135,"Warp pile fabrics, cut, of man-made fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
580136,"Chenille fabrics of man-made fibres, nes",2221,"Broad woven fabrics, man-made fiber and silk"
580190,Woven pile and chenille fabrics of other textil,2221,"Broad woven fabrics, man-made fiber and silk"
580211,Unbleached terry towelling and similar woven te,2211,"Broad woven fabrics, cotton"
580219,Terry towelling and similar woven terry fabrics,2211,"Broad woven fabrics, cotton"
580220,Terry towelling and similar woven terry fabrics,2221,"Broad woven fabrics, man-made fiber and silk"
580230,Tufted textile fabrics,2211,"Broad woven fabrics, cotton"
580310,Cotton gauze (excl. narrow fabrics),2211,"Broad woven fabrics, cotton"
580390,Gauze of other textiles (excl. narrow fabrics),2221,"Broad woven fabrics, man-made fiber and silk"
580410,Tulles and other net fabrics,2258,Warp knit fabrics
580421,"Lace of man-made fibres in piece, in strips or",2258,Warp knit fabrics
580429,"Lace of other textiles in piece, in strips or i",2258,Warp knit fabrics
580430,"Hand-made lace in pieces, in strips or in motif",2258,Warp knit fabrics
580500,"Hand-woven tapestries of the type Gobelins, Fla",9900,"Special classification provisions, nspf"
580610,Narrow woven pile fabrics and chenille fabrics,2241,Narrow woven fabrics
580620,"Narrow woven fabrics, with >=5% elastomeric yar",2241,Narrow woven fabrics
580631,"Narrow woven fabrics of cotton, nes",2241,Narrow woven fabrics
580632,"Narrow woven fabrics of man-made fibres, nes",2241,Narrow woven fabrics
580639,"Narrow woven fabrics of other textiles, nes",2241,Narrow woven fabrics
580640,Fabrics with warp without weft assembled by an,2241,Narrow woven fabrics
580710,"Labels, badges... of textiles, woven, in piece.",2241,Narrow woven fabrics
580790,"Labels, badges... of textiles, unwoven, in piec",2399,"Fabricated textile products, nspf"
580810,"Braids, in the piece",2241,Narrow woven fabrics
580890,"Ornamental trimmings in the piece; tassels, pom",2396,"Automotive trimmings, apparel finds, and related products, nspf"
580900,Woven fabrics of metal thread and woven fabrics,2299,"Textile goods, nspf"
581010,Embroidery without visible ground,2395,"Pleating, decorative and novelty stitchings, and tucking, nspf"
581091,"Cotton embroidery, in the piece, in strips or i",2395,"Pleating, decorative and novelty stitchings, and tucking, nspf"
581092,"Embroidery of man-made fibres, in the piece, in",2395,"Pleating, decorative and novelty stitchings, and tucking, nspf"
581099,"Embroidery of other textiles, in the piece, in",2395,"Pleating, decorative and novelty stitchings, and tucking, nspf"
581100,Quilted textile products in the piece (excl. em,2395,"Pleating, decorative and novelty stitchings, and tucking, nspf"
590110,Textile fabrics coated with gum or amylaceous s,2295,"Coated fabrics, not rubberized"
590190,Tracing cloth; prepared painting canvas; buckra,2295,"Coated fabrics, not rubberized"
590210,Tyre cord fabric of high tenacity yarn of nylon,2296,Tire cord and fabric
590220,Tyre cord fabric of high tenacity yarn of polye,2296,Tire cord and fabric
590290,Tyre cord fabric of high tenacity yarn of visco,2296,Tire cord and fabric
590310,Textile fabrics impregnated... with polyvinyl c,2295,"Coated fabrics, not rubberized"
590320,Textile fabrics impregnated... with polyurethan,2295,"Coated fabrics, not rubberized"
590390,"Textile fabrics impregnated... with plastics, n",2295,"Coated fabrics, not rubberized"
590410,Linoleum,3996,"Linoleum and other hard surface floor coverings, nspf"
590491,Floor coverings with coating... on a felt backi,3996,"Linoleum and other hard surface floor coverings, nspf"
590492,Floor coverings with coating... on a textile ba,3996,"Linoleum and other hard surface floor coverings, nspf"
590500,Textile wall coverings,2679,"Converted paper products, nspf"
590610,Adhesive tape of a width =<20cm,3069,"Fabricated rubber products, nspf"
590691,Knitted or crocheted rubberized textile fabrics,3069,"Fabricated rubber products, nspf"
590699,"Rubberized textile fabrics, nes",3069,"Fabricated rubber products, nspf"
590700,Textile fabrics otherwise impregnated... ; pain,2295,"Coated fabrics, not rubberized"
590800,Textile wicks for lamps...; incandescent gas ma,2241,Narrow woven fabrics
590900,"Textile... tubing, with or without lining, etc,",2241,Narrow woven fabrics
591000,"Transmission or conveyor belts or belting, of t",2241,Narrow woven fabrics
591110,"Textile fabrics...,coated,covered...with rubber",3069,"Fabricated rubber products, nspf"
591120,Bolting cloth,2241,Narrow woven fabrics
591131,"Textile fabrics and felts, for paper-making mac",2231,"Broad woven fabrics, wool"
591132,"Textile fabrics and felts, for paper-making mac",2231,"Broad woven fabrics, wool"
591140,"Straining cloth of a kind used in oil presses,",2241,Narrow woven fabrics
591190,"Textile articles for technical uses, nes, speci",2241,Narrow woven fabrics
600110,"Long pile fabrics, knitted or crocheted",2257,Circular knit fabrics
600121,"Looped pile fabrics of cotton, knitted or croch",2257,Circular knit fabrics
600122,"Looped pile fabrics of man-made fibres, knitted",2257,Circular knit fabrics
600129,"Looped pile fabrics of textile materials, knitt",2257,Circular knit fabrics
600191,"Pile fabrics of cotton, nes, knitted or crochet",2257,Circular knit fabrics
600192,"Pile fabrics of man-made fibres, nes, knitted o",2257,Circular knit fabrics
600199,"Pile fabrics of textile materials, nes, knitted",2257,Circular knit fabrics
600210,"Knitted or crocheted fabrics, =<30cm wide, >=5%",2257,Circular knit fabrics
600220,"Knitted or crocheted fabrics, =<30cm wide, non-",2257,Circular knit fabrics
600230,"Knitted or crocheted fabrics, >30cm wide, >=5%",2257,Circular knit fabrics
600241,"Fabrics, warp knit, of wool or fine animal hair",2257,Circular knit fabrics
600242,"Fabrics, warp knit, of cotton",2257,Circular knit fabrics
600243,"Fabrics, warp knit, of man-made fibres",2257,Circular knit fabrics
600249,"Fabrics, warp knit, nes",2257,Circular knit fabrics
600291,Weft knits and crocheted fabrics of wool...,2257,Circular knit fabrics
600292,Weft knits or crocheted fabrics of cotton,2257,Circular knit fabrics
600293,Weft knits or crocheted fabrics of man-made fib,2257,Circular knit fabrics
600299,"Weft knits or crocheted fabrics, nes",2257,Circular knit fabrics
610110,"Men's or boys' coats, etc, of wool..., knitted",2311,"Men's and boy's suits and coats, except raincoats"
610120,"Men's or boys' coats, etc, of cotton, knitted o",2311,"Men's and boy's suits and coats, except raincoats"
610130,"Men's or boys' coats, etc, of man-made fibres,",2311,"Men's and boy's suits and coats, except raincoats"
610190,"Men's or boys' coats, etc, of other textiles, k",2311,"Men's and boy's suits and coats, except raincoats"
610210,"Woman's or girls' coats, etc, of wool..., knitt",2337,"Women's and misses' suits, skirts, and coats"
610220,"Woman's or girls' coats, etc, of cotton, knitte",2337,"Women's and misses' suits, skirts, and coats"
610230,"Woman's or girls' coats, etc, of man-made fibre",2337,"Women's and misses' suits, skirts, and coats"
610290,"Woman's or girls' coats, etc, of other textiles",2337,"Women's and misses' suits, skirts, and coats"
610311,Men's or boys' suits of wool or fine animal hai,2311,"Men's and boy's suits and coats, except raincoats"
610312,"Men's or boys' suits of synthetic fibres, knitt",2311,"Men's and boy's suits and coats, except raincoats"
610319,"Men's or boys' suits of other textiles, nes, kn",2311,"Men's and boy's suits and coats, except raincoats"
610321,"Men's or boys' ensembles of wool or fine hair,",2311,"Men's and boy's suits and coats, except raincoats"
610322,"Men's or boys' ensembles of cotton, knitted or",2311,"Men's and boy's suits and coats, except raincoats"
610323,"Men's or boys' ensembles of synthetic fibres, k",2311,"Men's and boy's suits and coats, except raincoats"
610329,"Men's or boys' ensembles of other textiles, nes",2311,"Men's and boy's suits and coats, except raincoats"
610331,"Men's or boys' jackets and blazers of wool...,",2311,"Men's and boy's suits and coats, except raincoats"
610332,"Men's or boys' jackets and blazers of cotton, k",2311,"Men's and boy's suits and coats, except raincoats"
610333,"Men's or boys' jackets... of synthetic fibres,",2311,"Men's and boy's suits and coats, except raincoats"
610339,"Men's or boys' jackets... of other textiles, ne",2311,"Men's and boy's suits and coats, except raincoats"
610341,"Men's or boys' trousers, etc, of wool..., knitt",2325,Men's and boy's separate trousers and casual slacks
610342,"Men's or boys' trousers, etc, of cotton, knitte",2325,Men's and boy's separate trousers and casual slacks
610343,"Men's or boys' trousers, etc, of synthetic fibr",2325,Men's and boy's separate trousers and casual slacks
610349,"Men's or boys' trousers, etc, of other textiles",2325,Men's and boy's separate trousers and casual slacks
610411,"Women's or girls' suits of wool or fine hair, k",2337,"Women's and misses' suits, skirts, and coats"
610412,"Women's or girls' suits of cotton, knitted or c",2337,"Women's and misses' suits, skirts, and coats"
610413,"Women's or girls' suits of synthetic fibres, kn",2337,"Women's and misses' suits, skirts, and coats"
610419,"Women's or girls' suits of other textiles, nes,",2337,"Women's and misses' suits, skirts, and coats"
610421,"Women's or girls' ensembles, of wool..., knitte",2331,Women's and misses' blouses and shirts
610422,"Women's or girls' ensembles, of cotton, knitted",2331,Women's and misses' blouses and shirts
610423,"Women's or girls' ensembles, of synthetic fibre",2331,Women's and misses' blouses and shirts
610431,"Women's or girls' jackets, of wool..., knitted",2337,"Women's and misses' suits, skirts, and coats"
610432,"Women's or girls' jackets, of cotton, knitted o",2337,"Women's and misses' suits, skirts, and coats"
610433,"Women's or girls' jackets, of synthetic fibres,",2337,"Women's and misses' suits, skirts, and coats"
610439,"Woman's or girls' jackets, of other textiles, k",2337,"Women's and misses' suits, skirts, and coats"
610441,"Dresses of wool or fine animal hair, knitted or",2335,Women's and misses' dresses
610442,"Dresses of cotton, knitted or crocheted",2335,Women's and misses' dresses
610443,"Dresses of synthetic fibres, knitted or crochet",2335,Women's and misses' dresses
610444,"Dresses of artificial fibres, knitted or croche",2335,Women's and misses' dresses
610449,"Dresses of other textile material, nes, knitted",2335,Women's and misses' dresses
610451,"Skirts and divided skirts of wool or fine hair,",2337,"Women's and misses' suits, skirts, and coats"
610452,"Skirts and divided skirts of cotton, knitted or",2337,"Women's and misses' suits, skirts, and coats"
610453,"Skirts and divided skirts of synthetic fibres,",2337,"Women's and misses' suits, skirts, and coats"
610459,"Skirts and divided skirts of other textiles, ne",2337,"Women's and misses' suits, skirts, and coats"
610461,"Women's or girls' trousers, etc, of wool..., kn",2369,"Children's outerwear, nspf"
610462,"Women's or girls' trousers, etc, of cotton, kni",2369,"Children's outerwear, nspf"
610463,"Women's or girls' trousers, etc, of synthetic,",2369,"Children's outerwear, nspf"
610469,"Women's or girls' trousers, etc, of other texti",2337,"Women's and misses' suits, skirts, and coats"
610510,"Men's or boys' shirts of cotton, knitted or cro",2321,Men's and boy's shirts
610520,"Men's or boys' shirts of man-made fibres, knitt",2321,Men's and boy's shirts
610590,"Men's or boys' shirts of other textiles, nes, k",2321,Men's and boy's shirts
610610,"Women's or girls' blouses, etc, of cotton, knit",2331,Women's and misses' blouses and shirts
610620,"Women's or girls' blouses, etc, of man-made fib",2331,Women's and misses' blouses and shirts
610690,"Women's or girls' blouses, etc, of other textil",2331,Women's and misses' blouses and shirts
610711,"Men's or boys' underpants and briefs of cotton,",2322,Men's and boys' underwear and nightwear
610712,"Men's or boys' underpants, etc, of man-made fib",2322,Men's and boys' underwear and nightwear
610719,"Men's or boys' underpants, etc, of other textil",2322,Men's and boys' underwear and nightwear
610721,"Men's or boys' pyjamas of cotton, knitted or cr",2322,Men's and boys' underwear and nightwear
610722,"Men's or boys' pyjamas of man-made fibres, knit",2322,Men's and boys' underwear and nightwear
610729,"Men's or boys' pyjamas of other textiles, nes,",2322,Men's and boys' underwear and nightwear
610791,"Men's or boys' dressing gowns, etc, of cotton,",2322,Men's and boys' underwear and nightwear
610792,"Men's or boys' dressing gowns, of man-made fibr",2322,Men's and boys' underwear and nightwear
610799,"Men's or boys' dressing gowns, of other textile",2384,Robes and dressing gowns
610811,"Women's or girls' slips, etc, of man-made fibre",2341,"Women's, girls', and infants' underwear and nightwear"
610819,"Women's or girls' slips, etc, of other textiles",2341,"Women's, girls', and infants' underwear and nightwear"
610821,"Women's or girls' briefs and panties of cotton,",2341,"Women's, girls', and infants' underwear and nightwear"
610822,"Women's or girls' briefs, etc, of man-made fibr",2341,"Women's, girls', and infants' underwear and nightwear"
610829,"Women's or girls' briefs, etc, of other textile",2341,"Women's, girls', and infants' underwear and nightwear"
610831,"Women's or girls' nighties..., etc, of cotton,",2341,"Women's, girls', and infants' underwear and nightwear"
610832,"Women's or girls' pyjamas, etc, of man-made fib",2341,"Women's, girls', and infants' underwear and nightwear"
610839,"Women's or girls' nighties, etc, of other texti",2341,"Women's, girls', and infants' underwear and nightwear"
610891,"Women's or girls' dressing gowns..., of cotton,",2341,"Women's, girls', and infants' underwear and nightwear"
610892,Women's or girls' dressing gowns of man-made fi,2341,"Women's, girls', and infants' underwear and nightwear"
610899,Women's or girls' dressing gowns of other texti,2341,"Women's, girls', and infants' underwear and nightwear"
610910,"T-shirts, singlets and other vests, of cotton,",2321,Men's and boy's shirts
610990,"T-shirts, singlets, etc, of other textiles, nes",2321,Men's and boy's shirts
611010,"Jerseys, pullovers, etc, of wool..., knitted or",2311,"Men's and boy's suits and coats, except raincoats"
611020,"Jerseys, pullovers, etc, of cotton, knitted or",2311,"Men's and boy's suits and coats, except raincoats"
611030,"Jerseys, pullovers, etc, of man-made fibres, kn",2311,"Men's and boy's suits and coats, except raincoats"
611090,"Jerseys, pullovers, etc, of other textiles, kni",2311,"Men's and boy's suits and coats, except raincoats"
611110,"Babies' garments, etc, of wool or fine animal h",2369,"Children's outerwear, nspf"
611120,"Babies' garments, etc, of cotton, knitted or cr",2331,Women's and misses' blouses and shirts
611130,"Babies' garments, etc, of synthetic fibres, kni",2331,Women's and misses' blouses and shirts
611190,"Babies' garments, etc, of other textiles, knitt",2331,Women's and misses' blouses and shirts
611211,"Track-suits of cotton, knitted or crocheted",2329,"Men's and boys' clothing, nspf"
611212,"Track-suits of synthetic fibres, knitted or cro",2329,"Men's and boys' clothing, nspf"
611219,"Track-suits of other textiles, knitted or croch",2329,"Men's and boys' clothing, nspf"
611220,"Ski-suits, knitted or crocheted",2329,"Men's and boys' clothing, nspf"
611231,"Men's or boys' swimwear of synthetic fibres, kn",2329,"Men's and boys' clothing, nspf"
611239,"Men's or boys' swimwear of other textiles, knit",2329,"Men's and boys' clothing, nspf"
611241,"Women's or girls' swimwear of synthetic fibres,",2339,"Women's and misses' outerwear, nspf"
611249,"Women's or girls' swimwear of other textiles, k",2339,"Women's and misses' outerwear, nspf"
611300,Garments made up of knitted or crocheted fabric,2311,"Men's and boy's suits and coats, except raincoats"
611410,"Garments of wool or fine animal hair, knitted o",2321,Men's and boy's shirts
611420,"Garments of cotton, knitted or crocheted, nes",2321,Men's and boy's shirts
611430,"Garments of man-made fibres, knitted or crochet",2321,Men's and boy's shirts
611490,"Garments of other textiles, knitted or crochete",2331,Women's and misses' blouses and shirts
611511,"Panty hose, etc, of synthetic fibres, <67decite",2252,"Hosiery, except women's full length and knee length hosiery"
611512,"Panty hose, etc, of synthetic fibres, >=67decit",2252,"Hosiery, except women's full length and knee length hosiery"
611519,"Panty hose and tights of other textiles, nes, k",2252,"Hosiery, except women's full length and knee length hosiery"
611520,"Women's hosiery of synthetic fibres, <67decitex",2252,"Hosiery, except women's full length and knee length hosiery"
611591,"Hosiery and footwear, of wool..., knitted or cr",2252,"Hosiery, except women's full length and knee length hosiery"
611592,"Hosiery and footwear, of cotton, knitted or cro",2252,"Hosiery, except women's full length and knee length hosiery"
611593,"Hosiery and footwear, of synthetic fibres, knit",2252,"Hosiery, except women's full length and knee length hosiery"
611599,"Hosiery and footwear, of other textiles, knitte",2252,"Hosiery, except women's full length and knee length hosiery"
611610,"Gloves, impregnated... with plastics or rubber,",2369,"Children's outerwear, nspf"
611691,"Gloves, mittens and mitts, of wool..., knitted",2381,Fabric dress and work gloves
611692,"Gloves, mittens and mitts, of cotton, knitted o",2381,Fabric dress and work gloves
611693,"Gloves, mittens and mitts, of synthetic fibres,",2381,Fabric dress and work gloves
611699,"Gloves, mittens and mitts, of other textiles, k",2381,Fabric dress and work gloves
611710,"Shawls, scarves, mufflers, mantillas, veils, et",2339,"Women's and misses' outerwear, nspf"
611720,"Ties, bow ties and cravats, knitted or crochete",2323,Men's and boy's neckwear
611780,"Other clothing accessories, knitted or crochete",2389,"Apparel and accessories, nspf"
